created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,created,device_time_created_at,strava_id,fitbit_id,effort_zones,instructor_name,workout_timestamp,workout: day of week,workout: time of day,workout: month and year
1585870265.0,iPhone,1585870516.0,yoga,False,False,6993b29e636a45d2b7bfb3c8149104ba,False,,Yoga Workout,7ae1668faa8245409e6ce395c57fe687,iOS_app,1585870288.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,199.0,28.0,,,,,1585870265.0,1585855865.0,,,,Anna Greenberg,2020-04-02 23:31,Thursday,late night,April-20
1585863338.0,iPhone,1585864013.0,meditation,False,False,5d8cd51a3e834b108de2e387367da5db,False,,Meditation Workout,46687103d2724ac9bf5b66700cc72be7,iOS_app,1585863427.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,659.0,1.0,,,,,1585863338.0,1585848938.0,,,,Kristin McGee,2020-04-02 21:35,Thursday,late night,April-20
1585849345.0,iPhone,1585851355.0,yoga,False,False,525566a082994361b50977b8b77aa8a5,False,,Yoga Workout,b9bc0fc74b3a4c31bea661ff255bcd38,iOS_app,1585849375.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,2070.0,0.0,,,,,1585849345.0,1585834945.0,,,,Aditi Shah,2020-04-02 17:42,Thursday,evening,April-20
1585777208.0,iPhone,1585777460.0,yoga,False,False,f302d8d8faab4a8bac487959aa3d6ca7,False,,Yoga Workout,9b4cd9e22b524053a39b166e724b21f5,iOS_app,1585777238.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,220.0,6.0,,,,,1585777208.0,1585762808.0,,,,Ross Rayburn,2020-04-01 21:40,Wednesday,late night,April-20
1585771047.0,iPhone,1585771284.0,yoga,False,False,b11da39f18e6423b923152b67ecd7aca,False,,Yoga Workout,02c6437a26cf44ec88c266d320cefa56,iOS_app,1585771107.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,202.0,4.0,,,,,1585771047.0,1585756647.0,,,,Anna Greenberg,2020-04-01 19:57,Wednesday,evening,April-20
1585762918.0,iPhone,1585764622.0,strength,False,False,ec2752c4349944888b6f1166b5148874,False,,Strength Workout,9e83dd0c47fd42eebcc1febb57bdcb8e,iOS_app,1585763007.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,1679.0,0.0,,,,,1585762918.0,1585748518.0,,,,Oliver Lee,2020-04-01 17:41,Wednesday,evening,April-20
1585762172.0,iPhone,1585762291.0,yoga,False,False,18d3e7553e614b40bed895a60e71aa20,False,,Yoga Workout,46ebe753a6334275868739e8d00ab5df,iOS_app,1585762261.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,119.0,1.0,,,,,1585762172.0,1585747772.0,,,,Ross Rayburn,2020-04-01 17:29,Wednesday,evening,April-20
1585756319.0,iPhone,1585756506.0,yoga,False,False,9438240ce7ec4ab3951a4cb634e19822,False,,Yoga Workout,2fd4826972d442c6b7a0385c65029870,iOS_app,1585756380.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,176.0,2.0,,,,,1585756319.0,1585741919.0,,,,Anna Greenberg,2020-04-01 15:51,Wednesday,early afternoon,April-20
1585692778.0,iPhone,1585693224.0,yoga,False,False,22c27910809249b8aba9ee1208a10c20,False,,Yoga Workout,df6422bf1ca0407aafa6b02bc7005693,iOS_app,1585692872.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,406.0,11.0,,,,,1585692778.0,1585678378.0,,,,Anna Greenberg,2020-03-31 22:12,Tuesday,late night,March-20
1585691577.0,iPhone,1585692180.0,meditation,False,False,e62cb123990f48f0873aea289451456c,False,,Meditation Workout,63059d0b3af34df0930f957bf9f122f2,iOS_app,1585691607.0,COMPLETE,America/New_York,,0.0,026d817a66704ea6b5bc148ba0b803f7,class,598.0,2.0,,,,,1585691577.0,1585677177.0,,,,Anna Greenberg,2020-03-31 21:52,Tuesday,late night,March-20
