,created_at,device_type,end_time,fitness_discipline,has_pedaling_metrics,has_leaderboard_metrics,id,is_total_work_personal_record,metrics_type,name,peloton_id,platform,start_time,status,timezone,title,total_work,user_id,workout_type,total_video_watch_time_seconds,total_video_buffering_seconds,v2_total_video_watch_time_seconds,v2_total_video_buffering_seconds,total_music_audio_play_seconds,total_music_audio_buffer_seconds,created,device_time_created_at,strava_id,fitbit_id,effort_zones,instructor_name
58,1641761907,web,1641762247.0,strength,False,False,a65916f5c2a54af0a0980cdb3474f376,False,,Strength Workout,21e3cd21d26640b3a8b6bd1e26dc20d8,web,1641761922,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,321.0,2.0,,,1641761907,1641761907,,,,Marcel Maurer
59,1641759353,web,1641759613.0,running,False,False,5478e56bab0c48109d754f9cc7630ed0,False,,Running Workout,7f4fccd5253a4b7a8a4a36d3547ab2d3,web,1641759372,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,232.0,22.0,,,1641759353,1641759353,,,,Tobias Heinze
60,1641658382,prism,1641659642.0,walking,False,True,ed5a209c51f340cc92076d6743a51ed3,True,running,Walking Workout,b13408ad37564483a43c224407ee9f97,home_tread,1641658443,COMPLETE,UTC,,254562.74,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,1390.0,0.0,,,1641658382,1641658382,,,,Tobias Heinze
61,1641655141,iPhone,1641655289.0,cycling,False,False,7dc0536114b74836a7cb848303e4745d,False,,Cycling Workout,cd08fb94393c46458751d4364e3599ed,iOS_app,1641655170,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,120.0,0.0,,,1641655141,1641655141,,,,Mayla Wedekind
62,1641559326,iPhone,1641559565.0,running,False,False,6330fb0959a54348882f7a05b61ecc70,False,,Running Workout,841cd4d2e44e491e81b77f431dcfbaa0,iOS_app,1641559415,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,239.0,0.0,,,1641559326,1641559326,,,,Marcel Maurer
63,1641485415,web,1641486270.0,stretching,False,False,ca1a67fef36542cea461658cf0ce1834,False,,Stretching Workout,92c5dbdfe364407ab078eda10ad126ea,web,1641485463,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,746.0,8.0,,,1641485415,1641485415,,,,Jeffrey McEachern
64,1641418119,iPhone,1641418229.0,stretching,False,False,8216207f9c3246b9ab3265340dfad16d,False,,Stretching Workout,819ab49c30b54cfdb24a3b36613504d1,iOS_app,1641418148,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,103.0,1.0,,,1641418119,1641418119,,,,Marcel Maurer
65,1641324625,iPhone,1641324834.0,strength,False,False,35e08a321aed4dfda2667f97aa1701f0,False,,Strength Workout,e2b0471864764143ad0ef23af07776d5,iOS_app,1641324654,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,197.0,0.0,,,1641324625,1641324625,,,,Robin Arzón
66,1641320445,web,1641320508.0,stretching,False,False,4f3069b91e7f44b09f1031d0a6dd4cea,False,,Stretching Workout,97f5619d373b4967bb18122dbde14ee2,web,1641320458,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,63.0,3.0,,,1641320445,1641320445,,,,Robin Arzón
67,1641320260,web,1641320432.0,stretching,False,False,7c1d98f38e814c7e82e6ef9d1d09572a,False,,Stretching Workout,eb843f1b683e4b4fa875f67162d2851e,web,1641320273,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,168.0,2.0,,,1641320260,1641320260,,,,Joslyn Thompson Rule
68,1641302619,web,1641302692.0,stretching,False,False,ce9cdc20043444e4a79f4646122c365d,False,,Stretching Workout,ac5534d198f94f6e8969532c722c340f,web,1641302632,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,65.0,8.0,,,1641302619,1641302619,,,,Marcel Maurer
69,1641302382,web,1641302601.0,stretching,False,False,4bdd4569ec234db0aec2eb9bab4758e3,False,,Stretching Workout,35a5eabc70c74fbb99a6533485bae570,web,1641302396,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,63.0,7.0,,,1641302382,1641302382,,,,Marcel Maurer
70,1641299071,web,1641299268.0,running,False,False,c7324421fe8e4d3093945fcb7455f24f,False,,Running Workout,0dbbec608bde4631816810e3e4b8b2c4,web,1641299088,COMPLETE,Europe/London,,0.0,654e8f77703546c5a4ea2ee29eb0fd6c,class,0,0,147.0,9.0,,,1641299071,1641299071,,,,Rebecca Kennedy
